Start ROI Name: _Z16parsec_roi_beginv
0x55ca01ee34f3: Read Addr:  0x7ffdd112e808 Phase: _Z16parsec_roi_beginv
0x55ca01ee5153: Write Addr:  0x7ffdd112e790 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee5157: Write Addr:  0x7ffdd112e788 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee515b: Read Addr:  0x7ffdd112e798 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee515f: Read Addr:  0x7ffdd112e788 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee5169: Write Addr:  0x7ffdd112e778 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee5aae: Write Addr:  0x7ffdd112e770 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5ab6: Write Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5aba: Write Addr:  0x7ffdd112e760 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5abe: Read Addr:  0x7ffdd112e760 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5ac2: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5acc: Write Addr:  0x7ffdd112e758 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee4e12: Write Addr:  0x7ffdd112e750 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e1a: Write Addr:  0x7ffdd112e748 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e1e: Write Addr:  0x7ffdd112e740 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e22: Read Addr:  0x7ffdd112e740 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e26: Read Addr:  0x7ffdd112e748 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e30: Write Addr:  0x7ffdd112e738 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee5894: Write Addr:  0x7ffdd112e730 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEEC1ERKS4_
0x55ca01ee5898: Write Addr:  0x7ffdd112e728 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEEC1ERKS4_
0x55ca01ee589c: Write Addr:  0x7ffdd112e720 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEEC1ERKS4_
0x55ca01ee58a1: Read Addr:  0x7ffdd112e730 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEEC1ERKS4_
0x55ca01ee58a2: Read Addr:  0x7ffdd112e738 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEEC1ERKS4_
0x55ca01ee4e36: Read Addr:  0x7ffdd112e750 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee4e37: Read Addr:  0x7ffdd112e758 Phase: _ZNSaISt6vectorIiSaIiEEEC2ERKS2_
0x55ca01ee5ad1: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5ad8: Write Addr:  0x7ffdd112e758 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee4580: Write Addr:  0x7ffdd112e750 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee4584: Write Addr:  0x7ffdd112e748 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee4588: Read Addr:  0x7ffdd112e748 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee458c: Write Addr:  0x7ffdd112e880 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee4593: Read Addr:  0x7ffdd112e748 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee4597: Write Addr:  0x7ffdd112e888 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee459f: Read Addr:  0x7ffdd112e748 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee45a3: Write Addr:  0x7ffdd112e890 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee45ac: Read Addr:  0x7ffdd112e750 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee45ad: Read Addr:  0x7ffdd112e758 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55ca01ee5ade: Read Addr:  0x7ffdd112e770 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee5adf: Read Addr:  0x7ffdd112e778 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55ca01ee516e: Read Addr:  0x7ffdd112e790 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee5172: Read Addr:  0x7ffdd112e798 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee517c: Write Addr:  0x7ffdd112e778 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee5ae4: Write Addr:  0x7ffdd112e770 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5aec: Write Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5af0: Write Addr:  0x7ffdd112e760 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5af4: Read Addr:  0x7ffdd112e760 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5af8: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b02: Write Addr:  0x7ffdd112e758 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5512: Write Addr:  0x7ffdd112e750 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee551a: Write Addr:  0x7ffdd112e748 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee551e: Write Addr:  0x7ffdd112e740 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee5522: Read Addr:  0x7ffdd112e740 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee5543: Read Addr:  0x7ffdd112e750 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee5544: Read Addr:  0x7ffdd112e758 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55ca01ee5b07: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b0b: Write Addr:  0x7ffdd112e880 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b0e: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b12: Read Addr:  0x7ffdd112e880 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b15: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b19: Write Addr:  0x7ffdd112e888 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b1d: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b21: Read Addr:  0x7ffdd112e880 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b24: Read Addr:  0x7ffdd112e760 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b39: Read Addr:  0x7ffdd112e768 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b3d: Write Addr:  0x7ffdd112e890 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b42: Read Addr:  0x7ffdd112e770 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee5b43: Read Addr:  0x7ffdd112e778 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55ca01ee51a5: Read Addr:  0x7ffdd112e7a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee51a6: Read Addr:  0x7ffdd112e7b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee51a7: Read Addr:  0x7ffdd112e7b8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55ca01ee44ce: Write Addr:  0x7ffdd112e7b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee3e40: Write Addr:  0x7ffdd112e7b0 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee3e48: Write Addr:  0x7ffdd112e7a8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee3e4c: Read Addr:  0x7ffdd112e7a8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee3e53: Write Addr:  0x7ffdd112e798 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee45b2: Write Addr:  0x7ffdd112e790 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55ca01ee45b6: Write Addr:  0x7ffdd112e788 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55ca01ee45bb: Read Addr:  0x7ffdd112e790 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55ca01ee45bc: Read Addr:  0x7ffdd112e798 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55ca01ee3e59: Read Addr:  0x7ffdd112e7b0 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee3e5a: Read Addr:  0x7ffdd112e7b8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55ca01ee44d3: Read Addr:  0x7ffdd112e7c8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee44da: Write Addr:  0x7ffdd112e7b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee45fc: Write Addr:  0x7ffdd112e7b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55ca01ee4600: Write Addr:  0x7ffdd112e7a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55ca01ee4604: Read Addr:  0x7ffdd112e7a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55ca01ee4608: Read Addr:  0x7ffdd112e7b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55ca01ee4609: Read Addr:  0x7ffdd112e7b8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55ca01ee44e2: Read Addr:  0x7ffdd112e7c8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee44e6: Read Addr:  0x7ffdd112e880 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee44e9: Read Addr:  0x7ffdd112e7c0 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee44f0: Write Addr:  0x7ffdd112e7b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55ca01ee52e4: Write Addr:  0x7ffdd112e7b0 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee52ec: Write Addr:  0x7ffdd112e788 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee52f0: Read Addr:  0x7ff190df2128 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee52f9: Write Addr:  0x7ffdd112e7a8 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee52ff: Read Addr:  0x7ffdd112e788 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee5303: Read Addr:  0x55ca01eec168 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee5307: Write Addr:  0x7ffdd112e798 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee5319: Write Addr:  0x7ffdd112e778 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55ca01ee5baa: Write Addr:  0x7ffdd112e770 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bae: Write Addr:  0x7ffdd112e768 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bb2: Write Addr:  0x7ffdd112e760 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bb6: Read Addr:  0x7ffdd112e760 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bba: Read Addr:  0x7ffdd112e798 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bbd: Read Addr:  0x7ffdd112e768 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bc1: Write Addr:  0x7ffdd112e7a0 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bc5: Read Addr:  0x7ffdd112e770 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee5bc6: Read Addr:  0x7ffdd112e778 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55ca01ee531e: Read Addr:  0x7ffdd112e7a0 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
