Start ROI Name: _Z16parsec_roi_beginv
0x55a2edb394f3: Read Addr:  0x7ffd4026c508 Phase: _Z16parsec_roi_beginv
0x55a2edb3a5a7: Write Addr:  0x7ffd4026c590 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55a2edb3a5b0: Read Addr:  0x7ffd4026c450 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55a2edb3a5b1: Read Addr:  0x7ffd4026c458 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_Vector_impl_dataC1Ev
0x55a2edb3bae2: Read Addr:  0x7ffd4026c470 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55a2edb3bae3: Read Addr:  0x7ffd4026c478 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE12_Vector_implC2ERKS3_
0x55a2edb3b172: Read Addr:  0x7ffd4026c490 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3b176: Read Addr:  0x7ffd4026c498 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3b180: Write Addr:  0x7ffd4026c478 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3bae8: Write Addr:  0x7ffd4026c470 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3baf0: Write Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3baf4: Write Addr:  0x7ffd4026c460 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3baf8: Read Addr:  0x7ffd4026c460 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bafc: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb06: Write Addr:  0x7ffd4026c458 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3b516: Write Addr:  0x7ffd4026c450 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3b51e: Write Addr:  0x7ffd4026c448 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3b522: Write Addr:  0x7ffd4026c440 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3b526: Read Addr:  0x7ffd4026c440 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3b547: Read Addr:  0x7ffd4026c450 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3b548: Read Addr:  0x7ffd4026c458 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE11_M_allocateEm
0x55a2edb3bb0b: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb0f: Write Addr:  0x7ffd4026c580 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb12: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb16: Read Addr:  0x7ffd4026c580 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb19: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb1d: Write Addr:  0x7ffd4026c588 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb21: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb25: Read Addr:  0x7ffd4026c580 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb28: Read Addr:  0x7ffd4026c460 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb3d: Read Addr:  0x7ffd4026c468 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb41: Write Addr:  0x7ffd4026c590 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb46: Read Addr:  0x7ffd4026c470 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3bb47: Read Addr:  0x7ffd4026c478 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE17_M_create_storageEm
0x55a2edb3b1a9: Read Addr:  0x7ffd4026c4a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3b1aa: Read Addr:  0x7ffd4026c4b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3b1ab: Read Addr:  0x7ffd4026c4b8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EEC2EmRKS3_
0x55a2edb3a4d2: Write Addr:  0x7ffd4026c4b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb39e44: Write Addr:  0x7ffd4026c4b0 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb39e4c: Write Addr:  0x7ffd4026c4a8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb39e50: Read Addr:  0x7ffd4026c4a8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb39e57: Write Addr:  0x7ffd4026c498 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb3a5b6: Write Addr:  0x7ffd4026c490 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55a2edb3a5ba: Write Addr:  0x7ffd4026c488 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55a2edb3a5bf: Read Addr:  0x7ffd4026c490 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55a2edb3a5c0: Read Addr:  0x7ffd4026c498 Phase: _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEED2Ev
0x55a2edb39e5d: Read Addr:  0x7ffd4026c4b0 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb39e5e: Read Addr:  0x7ffd4026c4b8 Phase: _ZNSaISt6vectorIiSaIiEEED2Ev
0x55a2edb3a4d7: Read Addr:  0x7ffd4026c4c8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3a4de: Write Addr:  0x7ffd4026c4b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3a600: Write Addr:  0x7ffd4026c4b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55a2edb3a604: Write Addr:  0x7ffd4026c4a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55a2edb3a608: Read Addr:  0x7ffd4026c4a8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55a2edb3a60c: Read Addr:  0x7ffd4026c4b0 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55a2edb3a60d: Read Addr:  0x7ffd4026c4b8 Phase: _ZNSt12_Vector_baseISt6vectorIiSaIiEESaIS2_EE19_M_get_Tp_allocatorEv
0x55a2edb3a4e6: Read Addr:  0x7ffd4026c4c8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3a4ea: Read Addr:  0x7ffd4026c580 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3a4ed: Read Addr:  0x7ffd4026c4c0 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3a4f4: Write Addr:  0x7ffd4026c4b8 Phase: _ZNSt6vectorIS_IiSaIiEESaIS1_EEC1ERKS3_
0x55a2edb3b2e8: Write Addr:  0x7ffd4026c4b0 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b2f0: Write Addr:  0x7ffd4026c488 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b2f4: Read Addr:  0x7f607018d128 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b2fd: Write Addr:  0x7ffd4026c4a8 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b303: Read Addr:  0x7ffd4026c488 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b307: Read Addr:  0x55a2edb42168 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b30b: Write Addr:  0x7ffd4026c498 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3b31d: Write Addr:  0x7ffd4026c478 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
0x55a2edb3bbae: Write Addr:  0x7ffd4026c470 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbb2: Write Addr:  0x7ffd4026c468 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbb6: Write Addr:  0x7ffd4026c460 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbba: Read Addr:  0x7ffd4026c460 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbbe: Read Addr:  0x7ffd4026c498 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbc1: Read Addr:  0x7ffd4026c468 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbc5: Write Addr:  0x7ffd4026c4a0 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbc9: Read Addr:  0x7ffd4026c470 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3bbca: Read Addr:  0x7ffd4026c478 Phase: _ZN9__gnu_cxx17__normal_iteratorIPKSt6vectorIiSaIiEES1_IS3_SaIS3_EEEC2ERKS5_
0x55a2edb3b322: Read Addr:  0x7ffd4026c4a0 Phase: _ZNKSt6vectorIS_IiSaIiEESaIS1_EE3endEv
